entity_id,canonical_name,entity_type,aliases_json,description,source,source_id,created_at,updated_at
ent_af98c56ff4d032db,substance misuse,risk_factor,"[""substance misuse""]",Substance Misuse is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_aa7b05c3d3e315d6,nicotine dependence,risk_factor,"[""nicotine dependence""]",Nicotine Dependence is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_def8b71ad598b2a0,chronic pain,risk_factor,"[""chronic pain""]",Chronic Pain is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_950c25f929638c87,inflammatory burden,risk_factor,"[""inflammatory burden""]",Inflammatory Burden is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6073cbe8d958ba19,metabolic syndrome,risk_factor,"[""metabolic syndrome""]",Metabolic Syndrome is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_91664903f0b1a126,obesity,risk_factor,"[""obesity""]",Obesity is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8bd2cc12172c73e1,diabetes mellitus,risk_factor,"[""diabetes mellitus""]",Diabetes Mellitus is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8545dcf536100e65,cardiovascular disease,risk_factor,"[""cardiovascular disease""]",Cardiovascular Disease is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ef30cc480d17752d,thyroid dysfunction,risk_factor,"[""thyroid dysfunction""]",Thyroid Dysfunction is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f1147392ae8733f8,vitamin d deficiency,risk_factor,"[""vitamin d deficiency""]",Vitamin D Deficiency is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b4ae81f511e057ad,iron deficiency,risk_factor,"[""iron deficiency""]",Iron Deficiency is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_56038d565dace765,postpartum hormonal fluctuation,risk_factor,"[""postpartum hormonal fluctuation""]",Postpartum Hormonal Fluctuation is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_0d4e29ad862c0570,perimenopausal hormonal change,risk_factor,"[""perimenopausal hormonal change""]",Perimenopausal Hormonal Change is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d71e4449108b20e2,genetic vulnerability,risk_factor,"[""genetic vulnerability""]",Genetic Vulnerability is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5af6a4cdeb3fbd4c,polygenic risk,risk_factor,"[""polygenic risk""]",Polygenic Risk is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_81aabc164ae4c66f,family psychiatric history,risk_factor,"[""family psychiatric history""]",Family Psychiatric History is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ee9c01a98aee7ee5,comorbid anxiety disorder,risk_factor,"[""comorbid anxiety disorder""]",Comorbid Anxiety Disorder is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6d2a0cd439b3d9ae,personality vulnerability,risk_factor,"[""personality vulnerability""]",Personality Vulnerability is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_39791743c1e9a145,high neuroticism,risk_factor,"[""high neuroticism""]",High Neuroticism is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_795da06b0a6e8f9e,perfectionism trait,risk_factor,"[""perfectionism trait""]",Perfectionism Trait is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d950504bf0161db9,rumination tendency,risk_factor,"[""rumination tendency""]",Rumination Tendency is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c91a487f41c050fb,negative cognitive bias,risk_factor,"[""negative cognitive bias""]",Negative Cognitive Bias is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b43101edb0847777,learned helplessness pattern,risk_factor,"[""learned helplessness pattern""]",Learned Helplessness Pattern is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_37dc25b250228e3b,stigma exposure,risk_factor,"[""stigma exposure""]",Stigma Exposure is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_85ed04e549a58212,limited access to care,risk_factor,"[""limited access to care""]",Limited Access To Care is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c37e5e083306468e,treatment nonadherence risk,risk_factor,"[""treatment nonadherence risk""]",Treatment Nonadherence Risk is a depression-related risk_factor entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1971fa9999448b63,behavioral activation therapy,treatment,"[""behavioral activation therapy""]",Behavioral Activation Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_41ba3cbeaac055b3,interpersonal psychotherapy,treatment,"[""interpersonal psychotherapy""]",Interpersonal Psychotherapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4bfb0e39377d38fb,problem-solving therapy,treatment,"[""problem-solving therapy""]",Problem-Solving Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d8e4ae8e171ff91a,acceptance and commitment therapy,treatment,"[""acceptance and commitment therapy""]",Acceptance And Commitment Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3a8b71d78531e47e,dialectical behavior therapy,treatment,"[""dialectical behavior therapy""]",Dialectical Behavior Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_d7b03fba85bcbd39,mindfulness-based cognitive therapy,treatment,"[""mindfulness-based cognitive therapy""]",Mindfulness-Based Cognitive Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_87f549bf9d0939f9,metacognitive therapy,treatment,"[""metacognitive therapy""]",Metacognitive Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_01d21fcb72a0410a,schema therapy,treatment,"[""schema therapy""]",Schema Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_86bde491543684b5,compassion-focused therapy,treatment,"[""compassion-focused therapy""]",Compassion-Focused Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_54d77dda71856262,short-term psychodynamic therapy,treatment,"[""short-term psychodynamic therapy""]",Short-Term Psychodynamic Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2b144cf70f3c053b,supportive psychotherapy,treatment,"[""supportive psychotherapy""]",Supportive Psychotherapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2dd9381d546507ce,group psychotherapy,treatment,"[""group psychotherapy""]",Group Psychotherapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_0de0726193720de8,family therapy,treatment,"[""family therapy""]",Family Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6176365d9f79f001,couples therapy,treatment,"[""couples therapy""]",Couples Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_dfb34623a626a67f,collaborative care model,treatment,"[""collaborative care model""]",Collaborative Care Model is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e3c94fa1293e5590,stepped care model,treatment,"[""stepped care model""]",Stepped Care Model is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_654f10ba5e6c36a5,digital cognitive behavioral therapy,treatment,"[""digital cognitive behavioral therapy""]",Digital Cognitive Behavioral Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_eb55ea259ad3b65c,internet-based psychotherapy,treatment,"[""internet-based psychotherapy""]",Internet-Based Psychotherapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8df97869545d0c2d,guided self-help therapy,treatment,"[""guided self-help therapy""]",Guided Self-Help Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_fa4da587d325610d,exercise prescription,treatment,"[""exercise prescription""]",Exercise Prescription is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_79dee172400c3c41,aerobic exercise intervention,treatment,"[""aerobic exercise intervention""]",Aerobic Exercise Intervention is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_a1ac99626b5a9a66,resistance training intervention,treatment,"[""resistance training intervention""]",Resistance Training Intervention is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_0107e3aefebeee77,sleep hygiene intervention,treatment,"[""sleep hygiene intervention""]",Sleep Hygiene Intervention is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8cd42a15418513d5,chronotherapy,treatment,"[""chronotherapy""]",Chronotherapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5ac4ec3a6fe2c55b,light therapy,treatment,"[""light therapy""]",Light Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_19c6de86c3a0c407,wake therapy,treatment,"[""wake therapy""]",Wake Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_a5f9fe6c7eb80432,cognitive remediation,treatment,"[""cognitive remediation""]",Cognitive Remediation is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_66180fdc131ee2f2,social rhythm therapy,treatment,"[""social rhythm therapy""]",Social Rhythm Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5010e83d19414d0b,psychoeducation intervention,treatment,"[""psychoeducation intervention""]",Psychoeducation Intervention is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_621b25116144981c,medication management,treatment,"[""medication management""]",Medication Management is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4bc64096c4d42f6d,combination therapy,treatment,"[""combination therapy""]",Combination Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e867842ca1a7bd6b,augmentation strategy,treatment,"[""augmentation strategy""]",Augmentation Strategy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f40a4417e2b47053,maintenance therapy,treatment,"[""maintenance therapy""]",Maintenance Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c3939252418f2150,relapse prevention program,treatment,"[""relapse prevention program""]",Relapse Prevention Program is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cc09d47eca6ee40d,measurement-based care,treatment,"[""measurement-based care""]",Measurement-Based Care is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c12488c1805f9b4e,transcranial direct current stimulation,treatment,"[""transcranial direct current stimulation""]",Transcranial Direct Current Stimulation is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_55e9af46981093a4,vagus nerve stimulation,treatment,"[""vagus nerve stimulation""]",Vagus Nerve Stimulation is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8be5e3cb75efc93a,deep brain stimulation,treatment,"[""deep brain stimulation""]",Deep Brain Stimulation is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_123aea1d40190772,ketamine-assisted therapy,treatment,"[""ketamine-assisted therapy""]",Ketamine-Assisted Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cc76b5699979f1c9,esketamine therapy,treatment,"[""esketamine therapy""]",Esketamine Therapy is a depression-related treatment entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_70931d60bfcb8a83,citalopram,drug,"[""citalopram""]",Citalopram is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_86a39be4bbb7091f,fluvoxamine,drug,"[""fluvoxamine""]",Fluvoxamine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c7dee58db7047c0e,duloxetine,drug,"[""duloxetine""]",Duloxetine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_daff5094d0364845,desvenlafaxine,drug,"[""desvenlafaxine""]",Desvenlafaxine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_df776922c0b3318f,levomilnacipran,drug,"[""levomilnacipran""]",Levomilnacipran is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_14660fb678109541,milnacipran,drug,"[""milnacipran""]",Milnacipran is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_490d446d75e2395a,mirtazapine,drug,"[""mirtazapine""]",Mirtazapine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c68d2586ea60aca8,agomelatine,drug,"[""agomelatine""]",Agomelatine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_97d668704b381ad2,vortioxetine,drug,"[""vortioxetine""]",Vortioxetine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bee83a939a15826f,vilazodone,drug,"[""vilazodone""]",Vilazodone is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_efc41ac958a3d37e,trazodone,drug,"[""trazodone""]",Trazodone is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_282c35d3a4e92542,nefazodone,drug,"[""nefazodone""]",Nefazodone is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6cd0cd4ebfd55673,reboxetine,drug,"[""reboxetine""]",Reboxetine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7a14db58c249685c,maprotiline,drug,"[""maprotiline""]",Maprotiline is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_013bee7bf93447fb,amitriptyline,drug,"[""amitriptyline""]",Amitriptyline is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cb74fb873316ab91,nortriptyline,drug,"[""nortriptyline""]",Nortriptyline is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3b10eabe62fe170a,imipramine,drug,"[""imipramine""]",Imipramine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_006f47bd80246f7b,clomipramine,drug,"[""clomipramine""]",Clomipramine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_dca71f9e4af0fa70,desipramine,drug,"[""desipramine""]",Desipramine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3814525de3c93a83,doxepin,drug,"[""doxepin""]",Doxepin is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4645690082ae6fec,trimipramine,drug,"[""trimipramine""]",Trimipramine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_77fd5d4611bd323e,protriptyline,drug,"[""protriptyline""]",Protriptyline is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e97e085560c58a49,phenelzine,drug,"[""phenelzine""]",Phenelzine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_cd37750e8a271356,tranylcypromine,drug,"[""tranylcypromine""]",Tranylcypromine is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4937aa481105d6d4,isocarboxazid,drug,"[""isocarboxazid""]",Isocarboxazid is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_131480037b41daf9,moclobemide,drug,"[""moclobemide""]",Moclobemide is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7ab1c94b60a15c94,selegiline transdermal system,drug,"[""selegiline transdermal system""]",Selegiline Transdermal System is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_03dc6e1454fa2741,lithium augmentation,drug,"[""lithium augmentation""]",Lithium Augmentation is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1577787c5089888c,aripiprazole augmentation,drug,"[""aripiprazole augmentation""]",Aripiprazole Augmentation is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_20a2739d23b99cf1,quetiapine augmentation,drug,"[""quetiapine augmentation""]",Quetiapine Augmentation is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c7a978cfbca785ae,brexpiprazole augmentation,drug,"[""brexpiprazole augmentation""]",Brexpiprazole Augmentation is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_13fddd4ac74eebc8,olanzapine-fluoxetine combination,drug,"[""olanzapine-fluoxetine combination""]",Olanzapine-Fluoxetine Combination is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4e0a572dcbc16aee,lamotrigine augmentation,drug,"[""lamotrigine augmentation""]",Lamotrigine Augmentation is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3e5a7aa07e9c6528,buspirone augmentation,drug,"[""buspirone augmentation""]",Buspirone Augmentation is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_2f6c3be0232e4c8e,thyroid hormone augmentation,drug,"[""thyroid hormone augmentation""]",Thyroid Hormone Augmentation is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_f2fafd6bc408e5f8,ketamine infusion,drug,"[""ketamine infusion""]",Ketamine Infusion is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_4428880c49f411b0,esketamine nasal spray,drug,"[""esketamine nasal spray""]",Esketamine Nasal Spray is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bd7dec7ab2a4c8a2,modafinil augmentation,drug,"[""modafinil augmentation""]",Modafinil Augmentation is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_859a31bc29af7584,methylphenidate augmentation,drug,"[""methylphenidate augmentation""]",Methylphenidate Augmentation is a depression-related drug entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_fd4c6f5ac4a589f4,quick inventory of depressive symptomatology,scale,"[""quick inventory of depressive symptomatology""]",Quick Inventory Of Depressive Symptomatology is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1d9d2b7f89e57eea,qids,scale,"[""qids""]",Qids is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_b875dbbd200a1e8a,patient health questionnaire-8,scale,"[""patient health questionnaire-8""]",Patient Health Questionnaire-8 is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8dbffe009809fcc3,phq-8,scale,"[""phq-8""]",Phq-8 is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_085b0458fb662249,center for epidemiologic studies depression scale,scale,"[""center for epidemiologic studies depression scale""]",Center For Epidemiologic Studies Depression Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_21d732bd14f33ffe,ces-d scale,scale,"[""ces-d scale""]",Ces-D Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_939bc12ea24abdd6,zung self-rating depression scale,scale,"[""zung self-rating depression scale""]",Zung Self-Rating Depression Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_bbc2379f0e8069f3,sds depression scale,scale,"[""sds depression scale""]",Sds Depression Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_feed2dc85a423fd3,geriatric depression scale,scale,"[""geriatric depression scale""]",Geriatric Depression Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_546432002ae7a2b7,gds-15,scale,"[""gds-15""]",Gds-15 is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_e1ce429480699118,gds-30,scale,"[""gds-30""]",Gds-30 is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_92d315d3da55995a,edinburgh postnatal depression scale,scale,"[""edinburgh postnatal depression scale""]",Edinburgh Postnatal Depression Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_fc193a1de4f53c5a,epds,scale,"[""epds""]",Epds is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_6589225d1dd90d17,hospital depression subscale,scale,"[""hospital depression subscale""]",Hospital Depression Subscale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_3915d98f56df7d84,inventory of depressive symptomatology,scale,"[""inventory of depressive symptomatology""]",Inventory Of Depressive Symptomatology is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_012f48e4d82b7f86,ids,scale,"[""ids""]",Ids is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_39ea3a838786f37a,ids-sr,scale,"[""ids-sr""]",Ids-Sr is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5772f277c259828e,hamilton anxiety scale,scale,"[""hamilton anxiety scale""]",Hamilton Anxiety Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_8fe43c99f3011420,hama,scale,"[""hama""]",Hama is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c9a17f16d1df59fb,clinical global impression severity,scale,"[""clinical global impression severity""]",Clinical Global Impression Severity is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7b434accaa81bd5c,cgi-s,scale,"[""cgi-s""]",Cgi-S is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_c228b3efd5b12425,clinical global impression improvement,scale,"[""clinical global impression improvement""]",Clinical Global Impression Improvement is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_1467eacfa3f8e659,cgi-i,scale,"[""cgi-i""]",Cgi-I is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_7151a46d8c999acc,columbia suicide severity rating scale,scale,"[""columbia suicide severity rating scale""]",Columbia Suicide Severity Rating Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_239dad845f54ce25,cssrs,scale,"[""cssrs""]",Cssrs is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_55dc96f39a7a627e,beck scale for suicide ideation,scale,"[""beck scale for suicide ideation""]",Beck Scale For Suicide Ideation is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ffbe95ca1a4ba068,bss,scale,"[""bss""]",Bss is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_0132693a8f68eed2,suicidal ideation attributes scale,scale,"[""suicidal ideation attributes scale""]",Suicidal Ideation Attributes Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_44f603e4268c93de,sidas,scale,"[""sidas""]",Sidas is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_88ca36e3c381c858,quality of life enjoyment and satisfaction questionnaire,scale,"[""quality of life enjoyment and satisfaction questionnaire""]",Quality Of Life Enjoyment And Satisfaction Questionnaire is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_5ae50628404bc348,q-les-q,scale,"[""q-les-q""]",Q-Les-Q is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_ab9c6117063da796,sheehan disability scale,scale,"[""sheehan disability scale""]",Sheehan Disability Scale is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
ent_64c40cf0b288ba56,sds disability,scale,"[""sds disability""]",Sds Disability is a depression-related scale entity.,seed,,2026-04-10T11:06:57+00:00,2026-04-10T11:06:57+00:00
